id_jogo,cod,rodada,temporada,data,horario,jogo,placar,odds_mandante,odds_empate,odds_visitante,site_apostas,time,pos_rodada,pos_adv_rodada,condicao,pts,vit,diff_gols,pr_vitoria,pr_empate,e_pontos,surpresa,cum_surpresa,cum_pts,cum_vit,cum_saldo,pts_4,trocou,m,di,tratado,periodo,original_index
168,200918BOTCAP1,18,2009,2009-08-08,18:30,Botafogo - Atlético-PR,0-1,1.64,3.67,5.24,7,Botafogo,15,13,mandante,0,0,-1,0.568232318456884,0.25392397881997,1.95862093419062,-1.95862093419062,-4.51093016011739,19,4,-5,4,1,1.2,0,,,168
151,201416FIGBOT2,16,2014,2014-08-20,19:30,Figueirense - Botafogo,1-0,2.42,3.22,2.92,12,Botafogo,16,14,visitante,0,0,-1,0.321187740095296,0.291263416483933,1.25482663676982,-1.25482663676982,-4.4899733405192,16,4,-1,4,0,1.2,0.0209568195981893,,,3929
190,201020FLUCEA2,20,2010,2010-09-08,19:30,Fluminense - Ceará,3-1,1.52,3.79,6.53,8,Ceará,11,1,visitante,0,0,-2,0.142470279534365,0.245469901150238,0.672880739753333,-0.672880739753333,0.237166348280818,25,6,-2,1,1,1.2,0,,,1007
129,201114CEAAVA1,14,2011,2011-08-03,19:30,Ceará - Avaí,0-3,1.66,3.67,4.99,8,Ceará,12,17,mandante,0,0,-3,0.560229925142785,0.253401001563222,1.93409077699158,-1.93409077699158,0.174497939204707,18,5,-5,4,0,1.2,0.062668409076111,,,1799
102,201511CHAVAS1,11,2015,2015-07-04,21:00,Chapecoense - Vasco,1-0,1.79,3.3,4.86,13,Chapecoense,9,18,mandante,3,1,1,0.523358264478991,0.283882210126483,1.85395700356346,1.14604299643654,2.17441048943638,16,5,-1,7,0,1.7,0.0325893229235099,,,4684
97,201610CHACAP1,10,2016,2016-06-23,15:00,Chapecoense - Atlético-PR,0-0,2.02,3.16,3.95,14,Chapecoense,8,9,mandante,1,0,0,0.464979399646851,0.297233666862861,1.69217186580341,-0.692171865803414,2.14182116651287,15,3,3,5,1,1.7,0,,,5481
305,201231CRUCOR2,31,2012,2012-10-17,22:00,Cruzeiro - Corinthians,2-0,1.98,3.38,3.77,10,Corinthians,9,8,visitante,0,0,-2,0.248791803595592,0.277498550164315,1.02387396095109,-1.02387396095109,-2.72219616171451,43,11,5,4,0,1.2,0.0666073789488202,,,2462
251,201626CORPAL1,26,2016,2016-09-17,16:00,Corinthians - Palmeiras,0-2,2.29,3.16,3.18,14,Corinthians,5,1,mandante,0,0,-2,0.409029852568851,0.296417203285655,1.52350676099221,-1.52350676099221,-2.65558878276569,41,12,9,4,1,1.2,0,,,5535
81,20129CORNAU1,9,2012,2012-07-14,18:30,Corinthians - Náutico,2-1,1.39,4.44,8.02,8,Corinthians,14,12,mandante,3,1,1,0.672775571434509,0.21062118114729,2.22894789545082,0.771052104549181,-5.15724999097477,8,2,-5,7,0,1.3,0.12453879981658,,,2440
294,201630STCCOR2,30,2016,2016-10-12,21:45,Santa Cruz - Corinthians,2-4,4.35,3.51,1.81,14,Corinthians,9,19,visitante,3,1,2,0.517662255764517,0.266942644710477,1.81992941200403,1.18007058799597,-5.28178879079135,45,13,8,4,1,1.3,0,,,5539
110,201011CORGUA1,11,2010,2010-07-25,18:30,Corinthians - Guarani,3-1,1.43,4.18,7.21,8,Corinthians,1,12,mandante,3,1,2,0.649164790901552,0.222082691624215,2.16957706432887,0.830422935671129,5.78790604489175,24,7,8,7,1,1.4,0,,,1036
307,201131INTCOR2,31,2011,2011-10-23,15:00,Internacional - Corinthians,1-1,2,3.32,3.74,8,Corinthians,2,7,visitante,1,0,0,0.25021856440867,0.281872720147117,1.03252841337313,-0.032528413373127,5.83826518513921,55,16,13,7,0,1.4,0.0503591402474592,,,1854
284,201029CORACG1,29,2010,2010-10-10,16:00,Corinthians - Atlético-GO,3-4,1.41,4.22,7.56,8,Corinthians,3,17,mandante,0,0,-1,0.657621668418774,0.219726671201534,2.19259167645786,-2.19259167645786,2.1278286088545,49,14,16,2,1,1.5,0,,,1053
287,201429INTCOR2,29,2014,2014-10-19,15:00,Internacional - Corinthians,1-2,1.91,3.23,4.33,13,Corinthians,5,3,visitante,3,1,1,0.217034001160929,0.290946509296231,0.942048512779019,2.05795148722098,2.08178476435266,49,13,15,9,0,1.5,0.0460438445018401,,,4018
165,201117SANCTB2,17,2011,2011-08-17,21:50,Santos - Coritiba,2-3,1.97,3.43,3.72,8,Coritiba,9,17,visitante,3,1,1,0.251707015432984,0.272988366592041,1.02810941289099,1.97189058710901,-0.787532061652113,24,7,8,7,0,1.1,0.0511434274582589,,,1878
219,201323FLUCTB2,23,2013,2013-09-21,18:30,Fluminense - Coritiba,1-1,1.63,3.68,5.54,11,Coritiba,12,13,visitante,1,0,0,0.169370732836756,0.254976592368378,0.763088790878647,0.236911209121353,-0.736388634193854,31,7,0,3,1,1.1,0,,,3252
163,201417PALCTB2,17,2014,2014-08-23,21:00,Palmeiras - Coritiba,1-0,1.98,3.26,3.92,12,Coritiba,19,16,visitante,0,0,-1,0.239105632028923,0.287513520721895,1.00483041680867,-1.00483041680867,-7.56688499240525,15,3,-4,4,1,1.3,0,,,4044
154,201516CTBGOI1,16,2015,2015-08-02,11:00,Coritiba - Goiás,1-1,1.93,3.21,4.19,13,Coritiba,20,17,mandante,1,0,0,0.484997421741749,0.291602811202983,1.74659507642823,-0.746595076428229,-7.33097342936833,12,2,-9,3,0,1.3,0.23591156303692,,,4765
253,200926CTBNAU1,26,2009,2009-09-27,16:00,Coritiba - Náutico,2-0,1.65,3.68,5.07,8,Coritiba,15,16,mandante,3,1,2,0.563757172511943,0.252771558327366,1.94404307586319,1.05595692413681,-1.20039184402822,30,8,-5,5,0,1.9,0.0281933420209501,,,253
144,201715PONCTB2,15,2017,2017-07-20,00:00,Ponte Preta - Coritiba,4-0,1.9,3.33,4.25,15,Coritiba,13,14,visitante,0,0,-4,0.221576283948239,0.282792554588594,0.947521406433312,-0.947521406433312,-1.22858518604917,19,5,-4,3,1,1.9,0,,,6398
255,201126CRUVAS1,26,2011,2011-09-25,16:00,Cruzeiro - Vasco,0-3,2.22,3.35,3.1,8,Cruzeiro,16,1,mandante,0,0,-3,0.420377266839378,0.278578367875648,1.53971016839378,-1.53971016839378,-12.4191749479912,29,8,-2,1,1,1.1,0,,,1925
267,201627FLACRU2,27,2016,2016-09-25,16:00,Flamengo - Cruzeiro,2-1,1.83,3.56,4.18,14,Cruzeiro,17,2,visitante,0,0,-1,0.22430022379067,0.263363745911517,0.936264417283526,-0.936264417283526,-12.7695956982632,30,8,-7,1,0,1.1,0.350420750272001,,,5612
114,201112FIGPAL1,12,2011,2011-07-27,21:50,Figueirense - Palmeiras,0-1,2.42,3.17,2.88,8,Figueirense,9,4,mandante,0,0,-1,0.384071079400604,0.293202527491944,1.44541576569376,-1.44541576569376,0.0931764993633633,16,4,-2,3,0,1.3,0.0028712391844421,,,1949
135,201614GREFIG2,14,2016,2016-07-10,11:00,Grêmio - Figueirense,2-1,1.33,4.74,9.75,14,Figueirense,17,3,visitante,0,0,-1,0.0962668755640458,0.198017307331107,0.486817934023244,-0.486817934023244,0.0903052601789212,15,3,-5,2,1,1.3,0,,,5637
104,201211CRUFLA2,11,2012,2012-07-22,16:00,Cruzeiro - Flamengo,1-0,1.75,3.62,4.52,7,Flamengo,10,5,visitante,0,0,-1,0.206976090749296,0.258434234858237,0.879362507106125,-0.879362507106125,-0.320299165878314,15,4,-2,3,1,1.1,0,,,2594
285,201529FLAJOI1,29,2015,2015-10-04,11:00,Flamengo - Joinville,2-0,1.39,4.35,8.43,13,Flamengo,7,20,mandante,3,1,2,0.673660367375957,0.215261588655766,2.23624269078364,0.763757309216364,-0.312688683005651,44,14,0,3,0,1.1,0.00761048287266297,,,4892
205,200921AVAFLA2,21,2009,2009-08-23,18:30,Avaí - Flamengo,3-0,1.77,3.53,4.28,7,Flamengo,14,4,visitante,0,0,-3,0.215957362237791,0.261840654497945,0.909712741211319,-0.909712741211319,-4.1087016124484,27,7,-7,3,0,1.11,0.00398703596893935,,,324
182,201719FLAVIT1,19,2017,2017-08-06,14:00,Flamengo - Vitória,0-2,1.3,5.22,9.84,15,Flamengo,5,18,mandante,0,0,-2,0.72403119132597,0.180314281364705,2.35240785534261,-2.35240785534261,-4.11268864841734,29,7,8,4,1,1.11,0,,,6478
121,200913FLABAR1,13,2009,2009-07-22,19:30,Flamengo - Barueri,1-1,2,3.33,3.6,8,Flamengo,11,5,mandante,1,0,0,0.463788300835655,0.278551532033426,1.66991643454039,-0.66991643454039,-2.8492504088128,17,4,-3,3,1,1.2,0,,,316
286,201229CORFLA2,29,2012,2012-10-10,22:00,Corinthians - Flamengo,3-2,1.8,3.55,4.45,9,Flamengo,15,7,visitante,0,0,-1,0.21160692110274,0.265253746171041,0.900074509479262,-0.900074509479262,-2.90326817758158,35,9,-10,4,0,1.2,0.0540177687687797,,,2612
98,200910FLUSTA1,10,2009,2009-07-12,18:30,Fluminense - Santo André,0-1,1.93,3.34,3.91,8,Fluminense,18,10,mandante,0,0,-1,0.482753521933764,0.278956376446756,1.72721694224805,-1.72721694224805,-3.24888261962642,10,2,-5,1,1,1.1,0,,,351
257,201726GREFLU2,26,2017,2017-10-01,19:00,Grêmio - Fluminense,1-0,1.62,3.77,5.69,16,Fluminense,16,3,visitante,0,0,-1,0.166068005383873,0.250643753483882,0.748847769635501,-0.748847769635501,-3.20428242259674,31,7,-2,1,0,1.1,0.0446001970296801,,,6523
251,201526FLUPAL1,26,2015,2015-09-16,19:30,Fluminense - Palmeiras,1-4,2.26,3.2,3.2,13,Fluminense,11,6,mandante,0,0,-3,0.414507772020725,0.292746113989637,1.53626943005181,-1.53626943005181,-1.25499679104123,34,10,-6,1,1,1.6,0,,,4927
234,201724CAPFLU2,24,2017,2017-09-17,19:00,Atlético-PR - Fluminense,3-1,1.75,3.51,4.96,16,Fluminense,11,8,visitante,0,0,-2,0.190570890509771,0.269296756959677,0.841009428488991,-0.841009428488991,-1.24821986069414,31,7,0,4,0,1.6,0.00677693034709015,,,6521
95,201210CAMINT2,10,2012,2012-07-18,21:50,Atlético-MG - Internacional,3-1,1.72,3.58,4.84,8,Internacional,8,1,visitante,0,0,-2,0.19357678185202,0.261707157587647,0.842437503143705,-0.842437503143705,0.835637122103363,16,4,3,5,1,1.1,0,,,2707
74,20148INTCHA1,8,2014,2014-05-28,21:00,Internacional - Chapecoense,2-0,1.59,3.7,5.98,12,Internacional,4,18,mandante,3,1,2,0.589756165172241,0.253435757465909,2.02270425298263,0.977295747017368,0.834532807660625,15,4,3,5,0,1.1,0.00110431444273806,,,4339
261,201227CRUINT2,27,2012,2012-09-29,18:30,Cruzeiro - Internacional,0-0,2.97,3.2,2.39,10,Internacional,6,9,visitante,1,0,0,0.39191267736894,0.292709780909927,1.46844781301675,-0.468447813016746,-1.40541519046614,41,10,10,6,0,1.4,0.0263535549421301,,,2724
158,201516INTCHA1,16,2015,2015-08-02,16:00,Internacional - Chapecoense,0-0,1.64,3.5,5.86,13,Internacional,10,9,mandante,1,0,0,0.571940078749819,0.267994779757058,1.98381501600651,-0.983815016006514,-1.37906163552401,21,5,-3,8,1,1.4,0,,,5031
269,200927CTBINT2,27,2009,2009-10-04,18:30,Coritiba - Internacional,2-0,2.38,3.24,2.81,7,Internacional,5,15,visitante,0,0,-2,0.328088702060127,0.284546065675604,1.26881217185599,-1.26881217185599,1.6602954838579,44,13,13,1,1,1.5,0,,,482
295,201430FLAINT2,30,2014,2014-10-22,18:30,Flamengo - Internacional,2-0,2.04,3.25,3.74,13,Internacional,5,11,visitante,0,0,-2,0.250997554382803,0.288840262582057,1.04183292573047,-1.04183292573047,1.65161455302662,50,15,7,3,0,1.5,0.00868093083128008,,,4361
88,20129PALSAO1,9,2012,2012-07-15,18:30,Palmeiras - São Paulo,1-1,2.65,3.16,2.7,8,Palmeiras,19,5,mandante,1,0,0,0.354598728232409,0.297369186650596,1.36116537134782,-0.361165371347824,-6.90723708764754,6,1,-3,4,0,1.3,0.0479215082542295,,,2782
172,201418PALINT1,18,2014,2014-08-30,18:30,Palmeiras - Internacional,0-1,2.78,3.03,2.66,13,Palmeiras,16,2,mandante,0,0,-1,0.337540832565542,0.309690928888517,1.32231342658514,-1.32231342658514,-6.95515859590177,17,5,-10,3,1,1.3,0,,,4387
225,201123PALINT1,23,2011,2011-09-11,16:00,Palmeiras - Internacional,0-3,1.94,3.37,3.84,8,Palmeiras,8,7,mandante,0,0,-3,0.480566840709739,0.276646786640028,1.71834730876925,-1.71834730876925,-1.17573237324858,34,8,6,2,0,1.5,0.0184422535325401,,,2150
271,201727PALBAH1,27,2017,2017-10-13,00:00,Palmeiras - Bahia,2-2,1.53,3.97,6.53,16,Palmeiras,5,14,mandante,1,0,0,0.617400706373797,0.237940322607534,2.09014244172892,-1.09014244172892,-1.15729011971604,44,13,9,7,1,1.5,0,,,6600
288,201529PONCOR1,29,2015,2015-10-04,16:00,Ponte Preta - Corinthians,2-2,3.07,3.12,2.37,13,Ponte Preta,9,1,mandante,1,0,0,0.304940058642319,0.300053198728179,1.21487337465514,-0.214873374655136,3.96753228868165,41,10,1,10,1,1.1,0,,,5158
182,201619CTBPON2,19,2016,2016-08-07,16:00,Coritiba - Ponte Preta,3-1,1.94,3.28,4.07,14,Ponte Preta,9,16,visitante,0,0,-2,0.230478908745826,0.285990597132777,0.977427323370254,-0.977427323370254,3.86166302553683,27,8,-8,4,0,1.1,0.10586926314482,,,5870
291,201330FLUPON2,30,2013,2013-10-19,16:00,Fluminense - Ponte Preta,1-1,1.71,3.55,5.04,11,Ponte Preta,19,15,visitante,1,0,0,0.186320819866855,0.264523079472943,0.823485539073506,0.176514460926494,-4.07867348749546,30,8,-12,7,0,1.3,0.08075742367686,,,3601
232,201724PONACG1,24,2017,2017-09-17,00:00,Ponte Preta - Atlético-GO,1-3,1.63,3.67,5.82,16,Ponte Preta,15,20,mandante,0,0,-2,0.579975616445051,0.257591350083224,1.99751819941838,-1.99751819941838,-3.9979160638186,28,7,-6,4,1,1.3,0,,,6635
249,201225PONBOT1,25,2012,2012-09-16,18:30,Ponte Preta - Botafogo,0-0,2.26,3.34,3.08,9,Ponte Preta,10,6,mandante,1,0,0,0.414866674194641,0.280718168766434,1.52531819135036,-0.525318191350358,2.93454262472696,33,8,-2,6,1,1.4,0,,,2836
119,201612STCPON2,12,2016,2016-06-30,19:30,Santa Cruz - Ponte Preta,0-3,2.17,3.24,3.37,14,Ponte Preta,11,19,visitante,3,1,3,0.278309747649678,0.28947649678377,1.12440573973281,1.87559426026719,2.94714775621329,17,5,-5,4,0,1.4,0.01260513148633,,,5863
100,200910VITSAN2,10,2009,2009-07-12,18:30,Vitória - Santos,6-2,2.02,3.33,3.57,8,Santos,11,3,visitante,0,0,-4,0.260457444213412,0.279229151904469,1.0606014845447,-1.0606014845447,-1.67536281846402,13,3,-1,4,1,1.1,0,,,617
300,201121SANBOT1,21,2011,2011-10-19,19:30,Santos - Botafogo,2-0,2.17,3.42,3.17,8,Santos,2,1,mandante,3,1,2,0.431211891001802,0.273605205694126,1.56724087869953,1.43275912130047,-1.68824321870869,41,12,-2,6,0,1.1,0.0128804002446701,,,2195
258,200926CAMSAN2,26,2009,2009-09-27,18:30,Atlético-MG - Santos,3-1,2.01,3.33,3.56,8,Santos,12,5,visitante,0,0,-2,0.260402198905216,0.278387936367138,1.05959453308279,-1.05959453308279,-2.96287083874577,36,9,0,4,0,1.3,0.03857251420443,,,633
173,201418BOTSAN2,18,2014,2014-08-31,16:00,Botafogo - Santos,1-0,2.51,3.09,2.91,13,Santos,11,13,visitante,0,0,-1,0.322465169071882,0.303680790290996,1.27107629750664,-1.27107629750664,-2.92429832454134,23,6,4,3,1,1.3,0,,,4425
165,201117SANCTB1,17,2011,2011-08-17,21:50,Santos - Coritiba,2-3,1.97,3.43,3.72,8,Santos,17,9,mandante,0,0,-1,0.475304617974975,0.272988366592041,1.69890222051697,-1.69890222051697,-6.64737264118534,15,4,-7,4,0,1.4,0.15624265175588,,,2180
113,201512GOISAN2,12,2015,2015-07-08,19:30,Goiás - Santos,4-1,2.49,3.03,2.95,13,Santos,17,14,visitante,0,0,-3,0.316622392325221,0.308262725201123,1.25812990217679,-1.25812990217679,-6.80361529294122,10,2,-7,0,1,1.4,0,,,5179
223,201023GUASAN2,23,2010,2010-09-19,16:00,Guarani - Santos,0-0,2.76,3.26,2.44,8,Santos,6,10,visitante,1,0,0,0.379863550391786,0.28431504998649,1.42390570116185,-0.423905701161848,-1.41236700247387,35,10,7,4,1,1.7,0,,,1389
79,20148BAHSAN2,8,2014,2014-05-29,21:00,Bahia - Santos,0-2,2.25,3.08,3.42,12,Santos,11,14,visitante,3,1,2,0.27545252915504,0.305859626529298,1.13221721399442,1.86778278600558,-1.37890930665871,11,2,3,5,0,1.7,0.03345769581516,,,4415
152,201216SPOFIG1,16,2012,2012-08-11,18:30,Sport - Figueirense,0-1,1.69,3.53,5.26,8,Sport,16,19,mandante,0,0,-1,0.55554126063268,0.265967345741991,1.93259112764003,-1.93259112764003,-4.07761036279569,14,3,-10,1,1,1.8,0,,,2979
133,201614PONSPO2,14,2016,2016-07-09,21:00,Ponte Preta - Sport,2-1,1.84,3.48,4.25,14,Sport,19,7,visitante,0,0,-1,0.220699543655991,0.269532488660334,0.931631119628307,-0.931631119628307,-4.1852629832538,12,3,-5,3,0,1.8,0.10765262045811,,,6017
75,20118FLASAO2,8,2011,2011-07-06,21:50,Flamengo - São Paulo,1-0,1.73,3.58,4.69,8,São Paulo,5,4,visitante,0,0,-1,0.19916198512411,0.260913326880469,0.8583992822528,-0.8583992822528,3.54007200165695,15,5,0,3,1,1.14,0,,,2211
288,201229VASSAO2,29,2012,2012-10-10,22:00,Vasco - São Paulo,0-2,2.57,3.21,2.73,10,São Paulo,5,4,visitante,3,1,2,0.343321223017092,0.291983470042573,1.32194713909385,1.67805286090615,3.53076193339873,49,15,15,10,0,1.14,0.00931006825822012,,,2954
256,201226SAOCRU1,26,2012,2012-09-23,16:00,São Paulo - Cruzeiro,1-0,1.54,3.9,6.12,10,São Paulo,5,9,mandante,3,1,1,0.607346789214938,0.239824116766924,2.06186448441174,0.938135515588262,0.818239090096776,42,13,10,7,0,1.6,0.038873078925486,,,2951
283,201529SAOCAP1,29,2015,2015-10-03,21:00,São Paulo - Atlético-PR,1-0,1.74,3.5,4.87,13,São Paulo,5,11,mandante,3,1,1,0.539248563691124,0.268083571663587,1.88582926273696,1.11417073726304,0.857112169022262,46,13,6,5,1,1.6,0,,,5234
281,201029VASGRE1,29,2010,2010-10-09,18:30,Vasco - Grêmio,3-3,2.12,3.28,3.35,8,Vasco,12,8,mandante,1,0,0,0.438754811608555,0.283585427015285,1.59984986184095,-0.599849861840949,-0.193165904177326,38,8,2,8,0,1.7,0.007433397270069,,,1471
204,201721BAHVAS2,21,2017,2017-08-20,19:00,Bahia - Vasco,3-0,1.88,3.44,4.19,15,Vasco,16,12,visitante,0,0,-3,0.22488351067529,0.273913345851589,0.94856387787746,-0.94856387787746,-0.200599301447395,25,7,-12,2,1,1.7,0,,,6784
165,201317VITCRI1,17,2013,2013-09-01,16:00,Vitória - Criciúma,0-1,1.92,3.46,3.88,9,Vitória,10,12,mandante,0,0,-1,0.487862313573858,0.270721283832892,1.73430822455447,-1.73430822455447,2.42625833762511,22,6,-3,3,1,1.10,0,,,3778
255,201726BOTVIT2,26,2017,2017-10-01,19:00,Botafogo - Vitória,2-3,1.73,3.61,4.88,16,Vitória,11,6,visitante,3,1,1,0.193326007212617,0.261338203655837,0.84131622529369,2.15868377470631,2.41861439651058,32,9,-6,7,0,1.10,0.00764394111452971,,,6827
172,200918VITFLU1,18,2009,2009-08-09,16:00,Vitória - Fluminense,2-2,1.81,3.44,4.26,8,Vitória,10,19,mandante,1,0,0,0.512545730534356,0.269682491938135,1.8073196835412,-0.807319683541205,1.64267773143025,25,7,-1,1,1,1.4,0,,,739
98,201610GREVIT2,10,2016,2016-06-23,19:15,Grêmio - Vitória,1-2,1.32,4.87,9.82,14,Vitória,14,3,visitante,3,1,1,0.0956405045362438,0.192852105656245,0.479773619264977,2.52022638073502,1.58561561817331,12,3,-4,4,0,1.4,0.05706211325694,,,6051
129,201013VASVIT2,13,2010,2010-08-08,18:30,Vasco - Vitória,1-0,1.56,3.72,5.79,6,Vitória,16,11,visitante,0,0,-1,0.159540775930325,0.248317498020586,0.72693982581156,-0.72693982581156,-0.76703681684116,14,3,-3,2,1,1.7,0,,,1494
227,201723VITFLU1,23,2017,2017-09-10,19:00,Vitória - Fluminense,2-2,2.21,3.31,3.27,15,Vitória,17,10,mandante,1,0,0,0.42670950700755,0.284902722201415,1.56503124322406,-0.565031243224064,-0.641222549271433,26,7,-8,7,0,1.7,0.125814267569727,,,6824
